gene_symbol,mean_DMD,mean_control,log2FC,p_value,padj,neg_log10_padj,regulation
CABP1,2.4418519939375,2.941106901944444,-0.49925490800694394,0.010547780206153597,0.03333337570959784,1.4771207026066782,not_significant
RAPGEF3,4.830806883375001,4.561421862416666,0.2693850209583344,0.010575051573935138,0.033409852888608614,1.476125436657773,not_significant
DNAL1,3.6755981380833336,3.514177633333334,0.1614205047499997,0.0105747449390255,0.033409852888608614,1.476125436657773,not_significant
GREM1,2.2623718032499998,4.028222189166667,-1.765850385916667,0.010583254015011683,0.03343091202215467,1.475851775343228,down
TFDP1,6.083296589479167,5.832223858833334,0.25107273064583246,0.010593168481422513,0.03345737228707125,1.4755081711452407,not_significant
SMPD1,3.842841704421875,4.271917256875,-0.4290755524531247,0.010594861861416616,0.03345786323052961,1.4755017984848668,not_significant
MBNL2,6.9112217077625,7.373494829766667,-0.4622731220041665,0.010611275076121791,0.03350483153570821,1.4748925613811408,not_significant
ZNF573,4.70417712059375,4.463460613,0.24071650759375007,0.010619241454263417,0.03352511940756068,1.4746296666321472,not_significant
ADHFE1,9.04564077575,9.919934366833333,-0.8742935910833332,0.010623256530446526,0.03353292887693909,1.474528512197751,not_significant
SLC29A3,3.6553927123125,3.530832741333333,0.12455997097916693,0.01062498147459198,0.03353350819378333,1.4745210093656422,not_significant
NUP35,8.0354276353125,7.541931928666666,0.49349570664583364,0.010626628469402412,0.03353384136232223,1.4745166945012875,not_significant
MAP3K4,8.2124542238125,8.694342356416668,-0.4818881326041673,0.010631343935478058,0.033543856028473554,1.4743870146091886,not_significant
TARDBP,6.063513579125,6.33486498311111,-0.27135140398611046,0.010633209748528338,0.033544877911721865,1.4743737844219467,not_significant
SH2D3C,4.391839650854166,5.1023613434444455,-0.7105216925902793,0.010638894942027785,0.033557946855707475,1.4742046180612551,not_significant
RPRD2,6.903770642291667,7.2052383505,-0.30146770820833346,0.010643024018252676,0.033566104308072914,1.4740990601723996,not_significant
ZNF524,3.882315862375,4.451632882833334,-0.5693170204583335,0.010666007804185198,0.03363371499928236,1.473225160203016,not_significant
ADCY4,7.23579332025,6.5544328426666665,0.6813604775833335,0.010671208049223063,0.03364523639287648,1.4730764159789418,not_significant
ZNF213-AS1,2.8607162661875,2.633349828,0.22736643818750002,0.010684503305697863,0.033682273498834514,1.472598602009834,not_significant
LOC643923,3.0340146579062504,3.8124210571666666,-0.7784063992604162,0.010689785233487696,0.03369404198124092,1.4724468873609982,not_significant
OSBPL10,3.5150491527749996,3.2905574290666664,0.22449172370833326,0.010716835094598216,0.03377440931232568,1.471412237706102,not_significant
ZFR,7.538974011703125,7.872591854541667,-0.33361784283854146,0.010723473650446678,0.03379043587275021,1.4712062060969793,not_significant
ADCK2,4.9496484878124996,5.167971490083334,-0.218323002270834,0.010732689928578037,0.033814579202927623,1.4708960126740553,not_significant
RNF19A,6.9830302183125,6.803146959666666,0.17988325864583388,0.010737884203468311,0.03382604559027702,1.4707487701310973,not_significant
MIR1248,9.903867868625,9.579447608166667,0.32442026045833217,0.010746329862252416,0.033847749551657924,1.4704702011232096,not_significant
RRP7BP,3.2061789173750004,3.6491071736111107,-0.4429282562361103,0.010752221141941595,0.03385650180097545,1.4703579170781733,not_significant
MIR6824,4.353771693624999,5.183394848333333,-0.8296231547083339,0.010751920168903532,0.03385650180097545,1.4703579170781733,not_significant
HERC6,3.7694066596875,3.1388314627499994,0.6305751969375009,0.010755424682440671,0.033861687983574064,1.4702913963842124,not_significant
NLGN4Y,2.84252396559375,2.424567227,0.4179567385937504,0.010758849669411047,0.033867569752284374,1.470215966066901,not_significant
BRD8,4.4731579305625,4.2347201005,0.23843783006250074,0.010764094587433477,0.033879177915164246,1.4700671364534752,not_significant
KIAA1211,2.2994264463125,2.261654813,0.0377716333125,0.010768821459370442,0.033889152444467524,1.4699392925758323,not_significant
SELO,6.02055298365625,6.684822477166667,-0.6642694935104165,0.010772157960985445,0.033894749268330686,1.4698675743753729,not_significant
GTF2H2C,7.5723909866875,7.246863023833334,0.3255279628541663,0.010785801363121739,0.0339324608915994,1.4693846427749653,not_significant
SRPK3,10.335500126875,10.763398450000002,-0.4278983231250013,0.010787262676456055,0.0339324608915994,1.4693846427749653,not_significant
HOXA13,2.2708452869583335,3.4346994598888885,-1.163854172930555,0.010792080767764934,0.033942708848160495,1.4692535011207741,down
ATP5S,6.210350244203125,6.422128992708333,-0.21177874850520784,0.010797305589822163,0.03395423288617826,1.4691060769204913,not_significant
PRR14,6.517949856166666,7.012280524611111,-0.4943306684444444,0.010807673130015844,0.03398192353569803,1.4687520416736912,not_significant
SYNRG,4.591971513697916,4.346095725944444,0.24587578775347207,0.010814976626176004,0.033999973483014305,1.46852142166907,not_significant
SLC4A8,2.4817037506875,2.4217075548333336,0.0599961958541666,0.010816580094517553,0.034000101135129225,1.4685197911235324,not_significant
DAG1,9.109810740781251,8.808038626416668,0.3017721143645833,0.010837576863030897,0.0340611795225711,1.4677403167000724,not_significant
LYAR,6.59007765475,7.6082784063333335,-1.0182007515833336,0.010851892111500555,0.03410124409731252,1.4672297765869204,down
GPKOW,7.526093766000001,7.80869732,-0.2826035539999996,0.010853666263015746,0.03410189334949561,1.467221508150862,not_significant
NCAM1,5.5986900254375005,4.213260241833333,1.3854297836041676,0.010856511475137063,0.034105907168463075,1.4671703943657024,up
MYSM1,5.8243037915624996,5.293886425277778,0.5304173662847216,0.01086325149704231,0.034122153669961804,1.4669635655038593,not_significant
ERMAP,4.505262074312499,4.170398548666667,0.3348635256458321,0.010882427152602072,0.03417745094627661,1.4662603313533817,not_significant
CTSF,8.400747313875002,8.668376823666668,-0.2676295097916661,0.010904064315636931,0.034240461776368566,1.4654603869394982,not_significant
ZMIZ1,4.813343038458333,4.738565723222222,0.07477731523611109,0.010911118759042446,0.03425766901471618,1.4652421909468762,not_significant
CNOT10,6.0012405685,5.671229318999999,0.33001124950000094,0.010917184285822177,0.03426907081680048,1.4650976710182517,not_significant
PPIL2,4.223345686635417,4.654813902222222,-0.43146821558680504,0.010917900704722783,0.03426907081680048,1.4650976710182517,not_significant
RASGRP3,4.94559829415625,5.180362855083334,-0.23476456092708364,0.010920616384567513,0.0342726499489709,1.4650523147787042,not_significant
PSPC1,5.2758424904125,5.035050951666666,0.24079153874583348,0.01092693127614044,0.03428752198361968,1.4648639009372018,not_significant
DUSP11,8.475591631625,8.157207395999999,0.3183842356250022,0.01095109737834783,0.034358396807896895,1.4639671089190125,not_significant
PLEKHH3,3.81569008565625,4.5003296875,-0.6846396018437497,0.010966056115110314,0.034400367813154274,1.4634369138712229,not_significant
TPI1,9.469293101979167,9.957881781777777,-0.4885886797986103,0.010976281494930747,0.03442748038094268,1.4630947605278097,not_significant
DHODH,2.555066931270833,2.6792879255555557,-0.12422099428472277,0.010983939487087625,0.03444653359400192,1.4628544752582957,not_significant
THRIL,6.108493349375,5.333856903666667,0.7746364457083335,0.010992798483085745,0.034469347218150814,1.462566941200101,not_significant
GXYLT1,5.06828752053125,4.635324632416666,0.4329628881145835,0.011035726010123951,0.034598965175132806,1.460936890382089,not_significant
MARCKSL1,8.2140615006875,6.507295382333333,1.7067661183541665,0.011063368163866393,0.03467063877915779,1.4600381567368033,up
WRB,9.609032365500001,9.249105959666666,0.3599264058333347,0.0110626975945042,0.03467063877915779,1.4600381567368033,not_significant
USO1,11.208581191906251,11.499581112499998,-0.29099992059374635,0.01106028651021967,0.03467063877915779,1.4600381567368033,not_significant
MIR452,3.4953154650625002,2.670987749,0.8243277160625002,0.011067137192287954,0.03467246106253232,1.4600153308863288,not_significant
TREML2,2.3454075014375,2.6332241388333335,-0.2878166373958333,0.011066542003757068,0.03467246106253232,1.4600153308863288,not_significant
MIR7111,2.494375163125,3.075635839666667,-0.581260676541667,0.011072360431498233,0.034683830264541984,1.4598729477903993,not_significant
NELL2,4.145561278624999,3.763027600833334,0.38253367779166547,0.011088453468487627,0.03472924059990618,1.4593047130000947,not_significant
TPD52L3,2.5453853321874997,3.163573516333333,-0.6181881841458332,0.011101387261177948,0.03476474447487063,1.4588609583842624,not_significant
ENTPD4,5.879734938145834,6.205737767111111,-0.32600282896527677,0.01111651570186219,0.03480710982930511,1.4583320363909364,not_significant
F11R,5.7858492844843745,5.3817384805,0.4041108039843744,0.011130130016911119,0.0348447227684417,1.457862986463783,not_significant
PPP1R14C,8.9995522275625,8.401627104,0.5979251235625007,0.01114274719669826,0.034872783367901075,1.4575133880676978,not_significant
SNORD35B,14.647417691874999,14.531654403333334,0.11576328854166462,0.011143902090261929,0.034872783367901075,1.4575133880676978,not_significant
RASAL3,3.9719153873125,4.496222324666667,-0.5243069373541673,0.011143566917385012,0.034872783367901075,1.4575133880676978,not_significant
TEF,3.565354205890625,3.8876704743749997,-0.32231626848437456,0.011150444039909732,0.03488823674503613,1.457320979283668,not_significant
RIMKLA,2.301456628453125,2.4220161985833335,-0.12055957013020846,0.011152689770825203,0.034890245321297426,1.4572959769172888,not_significant
PCNX2,3.1173146568125,2.8912954947666663,0.2260191620458336,0.011157944622933083,0.03490166574721915,1.457153845030452,not_significant
TSPAN8,7.7159200585,9.411368385166666,-1.695448326666666,0.011159808582326354,0.03490247781893471,1.4571437402358947,down
TESC,3.09529507665625,3.496753990166667,-0.40145891351041696,0.011165083292295555,0.03491395530025727,1.4570009484424231,not_significant
CRACR2A,3.5566852728124996,3.3564344301666664,0.20025084264583315,0.011185661792956247,0.03497327857225685,1.456263652818082,not_significant
PRPSAP2,7.241954642374999,6.760695757833333,0.4812588845416661,0.01119068743328025,0.03498396394755164,1.4561309832217246,not_significant
SARS,6.683359269625,7.043370603916667,-0.3600113342916673,0.011194129238795808,0.03498969563074753,1.4560598353525247,not_significant
GTF2IRD1,8.259536603499999,9.110902298666668,-0.8513656951666686,0.011210215239245529,0.03503494218212706,1.4554985948823764,not_significant
TSACC,2.576338776375,2.339821815,0.236516961375,0.011214293197791377,0.035042652760406696,1.4554030247756857,not_significant
ATXN2,7.569102363875,7.354155531500001,0.21494683237499945,0.011218417032423541,0.03505050445790236,1.4553057271493401,not_significant
ALDH3A2,8.298834533666668,8.675075702944444,-0.37624116927777607,0.01122852130916959,0.035077036341324586,1.4549771072951934,not_significant
NPC1,3.67481841259375,3.505826103291666,0.16899230930208375,0.011260404283012924,0.03517158581147827,1.4538080498335293,not_significant
ERN2,5.29242593509375,5.59320507375,-0.3007791386562504,0.011296820661747845,0.035277777545802684,1.4524987826671085,not_significant
PHKG1,5.3081501310937504,5.766704085666667,-0.4585539545729169,0.011297645422275675,0.035277777545802684,1.4524987826671085,not_significant
LOC101928457,2.2698825869062498,2.5969140174999996,-0.32703143059374984,0.011302810272076106,0.03528465661126735,1.4524141047441568,not_significant
USP7,7.2303345724062495,7.758401931708334,-0.5280673593020841,0.011303092251157073,0.03528465661126735,1.4524141047441568,not_significant
LRRK2,6.07492290875,5.5725149855,0.5024079232499998,0.011305768161855752,0.03528794639328148,1.4523736149757307,not_significant
MIR1306,5.9976081839374995,6.2863055515,-0.2886973675625004,0.011311180528486987,0.035299775125123285,1.4522280612475642,not_significant
ECHDC2,8.13280260540625,8.590956188916667,-0.458153583510418,0.01131287604594862,0.035300002636203705,1.4522252621790703,not_significant
IER3IP1,7.1718125005937505,7.7921629235,-0.6203504229062498,0.011320977337593725,0.035320215399304675,1.4519766565541468,not_significant
TSNAX-DISC1,3.775529224875,3.3599488180833332,0.41558040679166686,0.011337316283032129,0.03536611926259879,1.4514125928656136,not_significant
XRCC1,6.458028630687501,7.024078781833333,-0.5660501511458316,0.011359712339429787,0.035430902070866674,1.4506177903873285,not_significant
TUBA8,2.261654813,3.0106394393333336,-0.7489846263333337,0.011364411080406282,0.035440476355252104,1.4505004493959608,not_significant
SPAST,6.486488688875,6.204119264916667,0.2823694239583334,0.011375883668071697,0.035466086156334155,1.4501867352521005,not_significant
KLHDC3,9.35724096621875,10.236458261916667,-0.8792172956979165,0.011374414557095465,0.035466086156334155,1.4501867352521005,not_significant
WDR91,3.4618196705833335,3.3051479185555555,0.15667175202777806,0.011392069025179242,0.03550636986286167,1.449693727279274,not_significant
MAG,2.8116109964375005,3.1320854565000005,-0.3204744600625,0.01139113793350511,0.03550636986286167,1.449693727279274,not_significant
CYP2U1,4.177898689109375,3.9504355032916667,0.22746318581770808,0.011397299994975192,0.03551758507243737,1.4495565706346734,not_significant
TFIP11,4.7561688919375005,5.4868985493333335,-0.7307296573958331,0.011437691459191946,0.035638352577301746,1.448082379919214,not_significant
FANCI,2.780703484625,2.601844723888889,0.17885876073611096,0.01145236780178108,0.03567793156670663,1.4476003318521027,not_significant
KLC2,5.908165824625,6.534189816333334,-0.6260239917083341,0.011453673824954222,0.03567793156670663,1.4476003318521027,not_significant
CUL1,6.617698721875,7.1642987045833335,-0.5465999827083339,0.01146436306548092,0.03570611574653363,1.4472573915209626,not_significant
PSMC2,9.597096943979167,9.917823967611112,-0.32072702363194416,0.011467353994268686,0.035710318658075474,1.447206274399032,not_significant
TMEM43,6.346228501984374,5.659070869249999,0.6871576327343751,0.011475709828904102,0.03573122474993685,1.4469520973429493,not_significant
USMG5,14.029121739999999,14.189939106666666,-0.16081736666666657,0.01147986127854061,0.03573903579202217,1.4468571685582112,not_significant
MIR1908,6.5234834479999995,5.687246981833333,0.8362364661666666,0.011483358500709038,0.03574480815323009,1.4467870295033636,not_significant
IQCC,4.9186785923125,5.5860389035,-0.6673603111875002,0.011489866875659897,0.035759950483545216,1.4466030912390384,not_significant
CFL1,6.70995139915625,6.375637586958334,0.3343138121979159,0.011496144829008879,0.03577437144258162,1.446427988075984,not_significant
QPCT,4.979892660125,4.155032078333334,0.8248605817916665,0.011519440975959165,0.03584173890617729,1.4456109281662355,not_significant
APOL4,3.572356764416667,3.2492297935,0.32312697091666687,0.011523024962114574,0.035847763199027965,1.4455379379215902,not_significant
FOXRED2,4.3823770792916665,4.847575256166667,-0.46519817687500087,0.011524912701827438,0.03584850955508377,1.4455288959364456,not_significant
PSMC6,10.9560926025,10.638363101666668,0.31772950083333207,0.011538979651045186,0.03588713399692466,1.4450612237236238,not_significant
UNC5B,4.6068455046875,4.461942607222222,0.1449028974652773,0.011542916014127082,0.03589424498103697,1.4449751774198345,not_significant
DPH6,4.468500366333333,4.167974435611111,0.30052593072222233,0.01154729825402278,0.035902740248144285,1.4448724029751292,not_significant
PER2,5.35873078571875,5.600541027333333,-0.24181024161458264,0.011552154330764581,0.03591270612543348,1.444751868305769,not_significant
PAPD4,7.8108731745,7.027684952333334,0.7831882221666664,0.011562825318678069,0.03594074365021308,1.4444129411434956,not_significant
TLN2,4.9262651474583325,5.2250277428333325,-0.29876259537499994,0.011568029437649363,0.03595178291658027,1.4442795672662885,not_significant
EGR2,4.6226276075,3.517915676833333,1.1047119306666673,0.011588315089356028,0.036009683583622394,1.4435806947489735,up
HEATR6,5.046002007093749,5.261440430166666,-0.21543842307291694,0.011597115611791336,0.036031883766712444,1.4433130321293763,not_significant
LLPH,5.274257131645833,4.957965432388888,0.31629169925694534,0.01160712248822719,0.03605782517940633,1.443000471209469,not_significant
ZGPAT,5.72785703384375,6.000788398666667,-0.2729313648229166,0.011610893599656273,0.036064390385568565,1.4429214045087486,not_significant
BVES,7.7419133533124995,8.147614840333334,-0.40570148702083486,0.011613569792000651,0.036065213041112654,1.4429114980418791,not_significant
PDCD2L,7.62667357725,8.179569567166666,-0.5528959899166663,0.011614474031994266,0.036065213041112654,1.4429114980418791,not_significant
EOGT,7.713353687125,6.838666824833332,0.8746868622916679,0.011624418030952178,0.03609093966938271,1.4426018104338403,not_significant
ZZZ3,6.50843276453125,5.952623235249999,0.5558095292812508,0.011644320758631761,0.036147573930370144,1.441920845368335,not_significant
TOP3A,3.544560586416667,3.8927388323888894,-0.34817824597222247,0.011653085909711404,0.03616962248049246,1.4416560241522474,not_significant
CYBA,6.1388578633125,5.763238370500001,0.3756194928124996,0.011668773921776163,0.0362131493107333,1.4411337047107802,not_significant
ZMYM1,5.1598343785,3.8013083845000004,1.3585259939999998,0.011672539374769662,0.03621450286624558,1.4411174721898485,up
TRAP1,6.12731566059375,6.305686305666668,-0.1783706450729179,0.011672147049428113,0.03621450286624558,1.4411174721898485,not_significant
ATF7IP2,4.66505584190625,3.8240878365833333,0.8409680053229169,0.011697153783790234,0.03628052189426241,1.4403264742533957,not_significant
TRAF3IP2,4.07041846815625,3.743886030666667,0.32653243748958305,0.011696697204774405,0.03628052189426241,1.4403264742533957,not_significant
C3orf38,5.935605102609376,5.354548590166666,0.5810565124427098,0.011718804053388803,0.036332133701221805,1.439709096289336,not_significant
GRIN2D,2.5481129149374997,2.3216521391666665,0.22646077577083323,0.011715961128710418,0.036332133701221805,1.439709096289336,not_significant
KCNS3,8.49611422,9.222309237666668,-0.7261950176666669,0.011718496822366227,0.036332133701221805,1.439709096289336,not_significant
OCIAD1,8.579107199125001,8.424232098700001,0.1548751004250004,0.011721374371226008,0.036332360443818296,1.4397063859406403,not_significant
EIF1AD,6.075940233812501,6.461364715500001,-0.3854244816875001,0.011722217327288467,0.036332360443818296,1.4397063859406403,not_significant
NREP,7.9576907548593745,7.377298098791667,0.5803926560677075,0.011723901672664723,0.03633240468501724,1.4397058571091346,not_significant
STX4,6.537488905375,6.224514215083334,0.31297469029166525,0.01173743787729659,0.03636917262791444,1.4392665787148338,not_significant
RALGAPA2,5.4559309001875,5.8692465706000005,-0.4133156704125005,0.0117485037983846,0.036398276863266445,1.4389191758698594,not_significant
WDR35,4.71361656153125,4.400557785833334,0.3130587756979164,0.011760901569477906,0.03641662377658038,1.4387003205720892,not_significant
PAX8,2.546009376078125,2.6300565481041667,-0.08404717202604184,0.01176279546210206,0.03641662377658038,1.4387003205720892,not_significant
KLK15,2.79538827875,3.1659684674999995,-0.37058018874999954,0.011758289494298564,0.03641662377658038,1.4387003205720892,not_significant
JUND,5.931561262171875,6.7780541134583325,-0.8464928512864578,0.011762382811753009,0.03641662377658038,1.4387003205720892,not_significant
LRRC37A7P,2.40523412625,3.8583859898333333,-1.4531518635833334,0.011761945651869228,0.03641662377658038,1.4387003205720892,down
ZNF570,4.049917542499999,3.9609095115,0.08900803099999921,0.011765246557137538,0.03641902943234592,1.4386716323410187,not_significant
TIGAR,7.007118796,7.5194888005,-0.5123700044999993,0.011767257134333853,0.036420070985550286,1.438659212066559,not_significant
TMEM74,2.2740706509999997,2.619319689777778,-0.34524903877777824,0.011771193610768164,0.036427072119809584,1.4385757344212973,not_significant
ETAA1,5.9434835988125005,5.6572065836666665,0.28627701514583404,0.011788242331974567,0.03646686029782944,1.4381016267061009,not_significant
REPS2,2.474932121,2.3354486246666664,0.1394834963333338,0.011789079681665569,0.03646686029782944,1.4381016267061009,not_significant
CRELD1,6.0115415083125,6.376135751,-0.36459424268749974,0.01178735676260092,0.03646686029782944,1.4381016267061009,not_significant
EIF5B,6.560562549572917,7.069574720388889,-0.5090121708159723,0.011796568054651898,0.0364848362281706,1.437887598852493,not_significant
HMGN3-AS1,2.5683218199375,2.7979844115833337,-0.22966259164583347,0.011799780885579432,0.03648958538248479,1.437831071333131,not_significant
SASH3,4.983753110875,4.770908631833334,0.21284447904166637,0.011812871972455346,0.036523850548223664,1.43742344297529,not_significant
PRPF4,7.3544895061875,7.624116476833333,-0.26962697064583274,0.011814219090225234,0.036523850548223664,1.43742344297529,not_significant
EIF4E2,6.852721693578125,6.2314814275,0.6212402660781251,0.011824513825444666,0.036545290278810726,1.4371685841703479,not_significant
ZNF417,2.4139656135625,2.321764348111111,0.09220126545138907,0.011823715923998288,0.036545290278810726,1.4371685841703479,not_significant
ANKFY1,4.603534072109375,4.274649048,0.3288850241093755,0.01185717565468276,0.03663582678136961,1.4360940030458191,not_significant
LINC01139,2.549976344,2.314354458,0.2356218860000001,0.011856352184729177,0.03663582678136961,1.4360940030458191,not_significant
IQSEC1,7.068894452437499,7.55954819775,-0.4906537453125006,0.011865641060991338,0.036656776665985026,1.435845726436589,not_significant
AIM1L,3.0272371802499998,3.4585191597500002,-0.43128197950000047,0.011885779084833932,0.03671377594640951,1.435170946785642,not_significant
CLTC,5.415205473916666,5.252822586166666,0.16238288774999976,0.011897411311278546,0.03674448936355264,1.434807783612468,not_significant
NDRG2,8.768972880125,9.294753647444443,-0.5257807673194428,0.011900622504894903,0.03674918986429931,1.434752230493868,not_significant
SPAG11A,2.304665471925,2.3989170542666662,-0.0942515823416663,0.011919894449206178,0.03680347768130576,1.4341111414775618,not_significant
TCOF1,4.2872958265416665,4.834604870611111,-0.5473090440694444,0.011925467317218571,0.03681545927147581,1.4339697773460869,not_significant
REXO2,5.40957269053125,5.792178727791666,-0.3826060372604161,0.011986945898495261,0.037000001138161806,1.4317982625736163,not_significant
HLA-DQA1,7.3588371226875,4.898916471,2.4599206516875,0.011988781803936806,0.03700041823586966,1.4317933668383092,up
CDK18,3.6387190783124996,2.9594362491666666,0.679282829145833,0.012001629753849588,0.0370348163539004,1.4313898045613382,not_significant
COQ7,6.789621379333333,7.316472793,-0.5268514136666669,0.012008860158629854,0.03705187246503935,1.4311898394880078,not_significant
COX7A1,14.328308274375,14.488291295000002,-0.1599830206250008,0.012029360020117333,0.037104597651730124,1.4305722733751771,not_significant
TMEM241,7.769975484031249,8.162016240416667,-0.392040756385418,0.012028988639467657,0.037104597651730124,1.4305722733751771,not_significant
LOC100506368,3.9611519184375004,4.724419306166666,-0.763267387729166,0.012038890386665823,0.03712872985000212,1.430289907454973,not_significant
GPR107,3.7245382715,3.605140288041666,0.11939798345833408,0.012042560705555516,0.03713478499636573,1.430219086226969,not_significant
NAP1L1,10.48787445329464,10.197657352023809,0.2902171012708319,0.01205192513953753,0.037158394474296905,1.4299430591029625,not_significant
LSAMP,2.3859038563125,2.2655484765555554,0.12035537975694455,0.012055933100369568,0.03716548456830664,1.4298602004375214,not_significant
GDAP1L1,2.2654562545,2.6307600363333337,-0.36530378183333356,0.01206804450772642,0.03719755005179771,1.429485663183253,not_significant
MARC2,6.588822393645834,7.334955725555556,-0.7461333319097223,0.01207649599495898,0.03721832701095518,1.4292431525980545,not_significant
B4GALT6,3.62304574540625,3.881291802,-0.2582460565937499,0.012096900125480125,0.0372759294943088,1.4285715183855965,not_significant
MPHOSPH8,6.690677120484375,6.297698720666666,0.392978399817709,0.0121185584057034,0.0373373797077011,1.4278561635807387,not_significant
RUBCN,3.7933875813875,4.018740526466666,-0.22535294507916603,0.012123309053183791,0.0373467273367337,1.4277474490525857,not_significant
FAM126B,6.3159171512031245,5.781668686624999,0.5342484645781251,0.012143403456265033,0.037403333171604956,1.4270896942291078,not_significant
CCDC71L,4.0966920621875005,3.7750015249166666,0.32169053727083385,0.012161848524698267,0.037454843524180464,1.4264920129495837,not_significant
LOC100507472,3.5714635725,4.071009890583333,-0.4995463180833335,0.012177439252094384,0.037497550025380515,1.425997106811398,not_significant
DYNC1H1,3.973226616241071,4.176668859642857,-0.20344224340178574,0.012199017816813073,0.037558679961048454,1.4252896798698989,not_significant
CLDN5,8.905147684374999,8.148148226166667,0.7569994582083321,0.012219367553698566,0.037610687766088335,1.4246887247991917,not_significant
ALDH1A2,3.4532178229375,4.034901218499999,-0.5816833955624992,0.012218860518584292,0.037610687766088335,1.4246887247991917,not_significant
LOC100131270,2.2655116201874996,2.520200652666666,-0.2546890324791664,0.012223397583911893,0.03761447169060238,1.4246450336312462,not_significant
YTHDF3,8.929887210250001,9.186974897916668,-0.257087687666667,0.012224054923123825,0.03761447169060238,1.4246450336312462,not_significant
GBAT2,2.5813494416875002,2.331482164333334,0.24986727735416636,0.012229662244155866,0.037623308569806876,1.4245430155259773,not_significant
RNF126P1,5.0374969435625,5.7788451415,-0.7413481979374996,0.012230385575990542,0.037623308569806876,1.4245430155259773,not_significant
STAM2,5.6580920442125,5.428655781133332,0.22943626307916798,0.012237314978445388,0.03763930260937077,1.4243584318895162,not_significant
UAP1,9.7472432434375,9.9866135785,-0.2393703350624996,0.01225459496901009,0.03768712377025933,1.423807006046543,not_significant
CDKN2D,3.559607861625,3.8076649364166673,-0.24805707479166728,0.012256809976158483,0.0376886079196223,1.4237899035159463,not_significant
THOC6,4.4711503366875,5.141267134666667,-0.6701167979791673,0.012266169412505974,0.037712057033503034,1.4235197780177542,not_significant
NT5C3A,9.3680378799375,10.006191486833334,-0.638153606895834,0.012277696628643633,0.037742163368113923,1.423173209843937,not_significant
SMURF1,3.8215675853999995,4.137149131566667,-0.31558154616666734,0.012298762802221362,0.03780158021507851,1.4224900450213884,not_significant
KRBOX4,6.128645351687499,5.452192055666667,0.6764532960208323,0.012303520905788934,0.03781086273561778,1.4223834131679183,not_significant
ASNSD1,10.05047375225,10.281882983333334,-0.2314092310833349,0.012321410811975773,0.03786049325064025,1.421813732299432,not_significant
POLG2,6.998529298687501,6.372364128333333,0.6261651703541675,0.01232725617116397,0.03787310521164696,1.4216690856635124,not_significant
FHL5,3.6583642368958333,4.5750492192222225,-0.9166849823263892,0.012334198190386473,0.03788908241059838,1.421485912245175,not_significant
EVL,6.622181195187499,6.169105419916666,0.4530757752708334,0.012346756780001019,0.03791786802378521,1.4211560893596886,not_significant
SPDYE2,6.096560471875,7.012040023333334,-0.9154795514583345,0.012347054795701883,0.03791786802378521,1.4211560893596886,not_significant
GPATCH4,4.5320318685125,4.928189973633334,-0.3961581051208336,0.012370711993699685,0.037985157293286755,1.4203860708796767,not_significant
TMEM132A,3.65410624921875,4.031151704041666,-0.37704545482291607,0.012381674156612859,0.03801345205717086,1.4200626896890363,not_significant
ZNF468,5.76780228425,4.934905657833333,0.8328966264166668,0.012391871405328055,0.03803939077506869,1.419766447180066,not_significant
ACSS1,3.6372557430875,3.9455825506999993,-0.3083268076124992,0.012430053178389442,0.03815121429117696,1.4184916346012375,not_significant
HPCA,3.6003309450625,4.137631385,-0.5373004399374999,0.012449121305743842,0.038204349556560484,1.4178871899448773,not_significant
VPS52,9.024795200749999,9.267453468166668,-0.24265826741666885,0.012466368560250428,0.038246488228493594,1.4174084353601333,not_significant
CLCF1,3.013680205,3.715342085666667,-0.7016618806666668,0.012465113613860062,0.038246488228493594,1.4174084353601333,not_significant
CACTIN,3.876902261075,4.269204438266667,-0.3923021771916666,0.012469761301087685,0.03825150269390335,1.4173514991024874,not_significant
CD59,10.300669089,10.5806519723,-0.27998288330000065,0.012481930211152575,0.03828343320789853,1.4169891221912478,not_significant
MYL6,9.925533970093749,9.460679611833333,0.4648543582604159,0.012488695655663754,0.038298784041297565,1.4168150143482896,not_significant
SLC15A2,2.8895129434166664,2.709210052333333,0.18030289108333353,0.012492911542085983,0.03830631298070198,1.416729647265013,not_significant
MYF6,12.1801185875,11.567022503333332,0.6130960841666688,0.012544020603482017,0.03845760544373609,1.4150177605277854,not_significant
ALDH1A3,4.8568109756875,4.2019606610833335,0.6548503146041664,0.012557393205571076,0.03849317869341958,1.4146162242129918,not_significant
FAM192A,7.571093923203126,7.74529512025,-0.17420119704687398,0.012568680575932394,0.038522350793097945,1.4142872182941537,not_significant
CRY1,9.2177786558125,8.589372134333333,0.6284065214791674,0.012593394876544253,0.03859041853410638,1.4135205112428764,not_significant
TMEM204,5.402230734645833,5.67103560361111,-0.2688048689652769,0.012594436754408423,0.03859041853410638,1.4135205112428764,not_significant
H2AFX,3.312662347171875,3.4900690821666664,-0.17740673499479165,0.01259871854694688,0.03859810195589767,1.4134340510367231,not_significant
POU6F1,4.513909317296875,5.002024358708334,-0.4881150414114588,0.01260346389198725,0.03860720317800375,1.4133316588358065,not_significant
MRPS31,6.9835492045625,7.154170019944445,-0.17062081538194462,0.01260834901826291,0.03861129404452556,1.413285642898636,not_significant
MIR6878,6.4762443643125,6.989611191333334,-0.5133668270208345,0.012607617702320488,0.03861129404452556,1.413285642898636,not_significant
